"","cruise","moc_id","date_time","STATION_NUMBER","net_number","depth_m","temp_DegC","sal"
"52",8604,"8604_003_2","1986-06-25 02:33:10",3,2,196,16.96,34.75741
"53",8604,"8604_003_2","1986-06-25 02:33:14",3,2,198,16.97,34.74004
"54",8604,"8604_003_2","1986-06-25 02:33:18",3,2,198,16.95,34.74929
"55",8604,"8604_003_2","1986-06-25 02:33:22",3,2,198,16.92,34.75921
"56",8604,"8604_003_2","1986-06-25 02:33:26",3,2,199,16.91,34.73549
"57",8604,"8604_003_2","1986-06-25 02:33:30",3,2,199,16.85,34.73135
"58",8604,"8604_003_2","1986-06-25 02:33:34",3,2,199,16.85,34.73135
"59",8604,"8604_003_2","1986-06-25 02:33:38",3,2,199,16.85,34.74735
"60",8604,"8604_003_2","1986-06-25 02:33:42",3,2,199,16.82,34.73328
"61",8604,"8604_003_2","1986-06-25 02:33:46",3,2,200,16.78,34.72748
"62",8604,"8604_003_2","1986-06-25 02:33:50",3,2,200,16.81,34.72555
"63",8604,"8604_003_2","1986-06-25 02:33:54",3,2,200,16.75,34.72944
"64",8604,"8604_003_2","1986-06-25 02:33:58",3,2,200,16.78,34.72748
"65",8604,"8604_003_2","1986-06-25 02:34:03",3,2,199,16.91,34.74348
"66",8604,"8604_003_2","1986-06-25 02:34:07",3,2,199,16.91,34.74348
"67",8604,"8604_003_2","1986-06-25 02:34:10",3,2,199,16.92,34.75085
"68",8604,"8604_003_2","1986-06-25 02:34:14",3,2,197,16.96,34.75704
"69",8604,"8604_003_2","1986-06-25 02:34:18",3,2,197,17,34.76245
"70",8604,"8604_003_2","1986-06-25 02:34:22",3,2,197,17.1,34.78005
"71",8604,"8604_003_2","1986-06-25 02:34:26",3,2,197,17.12,34.77079
"72",8604,"8604_003_2","1986-06-25 02:34:30",3,2,197,17.12,34.77079
"73",8604,"8604_003_2","1986-06-25 02:34:34",3,2,198,17.08,34.75698
"74",8604,"8604_003_2","1986-06-25 02:34:38",3,2,197,17.05,34.76725
"75",8604,"8604_003_2","1986-06-25 02:34:42",3,2,196,17.1,34.77244
"76",8604,"8604_003_2","1986-06-25 02:34:46",3,2,196,17.1,34.78042
"77",8604,"8604_003_2","1986-06-25 02:34:50",3,2,195,17.12,34.76358
"78",8604,"8604_003_2","1986-06-25 02:34:54",3,2,195,17.14,34.77027
"79",8604,"8604_003_2","1986-06-25 02:34:58",3,2,195,17.13,34.77887
"80",8604,"8604_003_2","1986-06-25 02:35:03",3,2,194,17.15,34.77799
"81",8604,"8604_003_2","1986-06-25 02:35:07",3,2,193,17.16,34.77774
"82",8604,"8604_003_2","1986-06-25 02:35:11",3,2,194,17.14,34.77864
"83",8604,"8604_003_2","1986-06-25 02:35:14",3,2,194,17.13,34.77128
"84",8604,"8604_003_2","1986-06-25 02:35:18",3,2,195,17.13,34.7709
"85",8604,"8604_003_2","1986-06-25 02:35:22",3,2,193,17.16,34.78572
"86",8604,"8604_003_2","1986-06-25 02:35:26",3,2,192,17.16,34.77812
"87",8604,"8604_003_2","1986-06-25 02:35:30",3,2,192,17.22,34.7823
"88",8604,"8604_003_2","1986-06-25 02:35:34",3,2,192,17.25,34.79635
"89",8604,"8604_003_2","1986-06-25 02:35:38",3,2,191,17.3,34.79358
"90",8604,"8604_003_2","1986-06-25 02:35:42",3,2,190,17.33,34.81596
"91",8604,"8604_003_2","1986-06-25 02:35:46",3,2,190,17.41,34.79504
"92",8604,"8604_003_2","1986-06-25 02:35:50",3,2,191,17.32,34.80029
"93",8604,"8604_003_2","1986-06-25 02:35:54",3,2,191,17.19,34.80052
"94",8604,"8604_003_2","1986-06-25 02:35:58",3,2,192,17.2,34.78357
"95",8604,"8604_003_2","1986-06-25 02:36:02",3,2,191,17.17,34.77786
"96",8604,"8604_003_2","1986-06-25 02:36:06",3,2,192,17.15,34.78672
"97",8604,"8604_003_2","1986-06-25 02:36:10",3,2,193,17.14,34.77902
"98",8604,"8604_003_2","1986-06-25 02:36:14",3,2,193,17.14,34.77104
"99",8604,"8604_003_2","1986-06-25 02:36:18",3,2,193,17.13,34.77166
"100",8604,"8604_003_2","1986-06-25 02:36:22",3,2,194,17.12,34.77991
"101",8604,"8604_003_2","1986-06-25 02:36:26",3,2,194,17.12,34.77991
"102",8604,"8604_003_2","1986-06-25 02:36:30",3,2,194,17.12,34.77194
"103",8604,"8604_003_2","1986-06-25 02:36:34",3,2,193,17.13,34.77166
"104",8604,"8604_003_2","1986-06-25 02:36:38",3,2,193,17.14,34.77104
"105",8604,"8604_003_2","1986-06-25 02:36:42",3,2,192,17.14,34.78736
"106",8604,"8604_003_2","1986-06-25 02:36:46",3,2,192,17.18,34.77685
"107",8604,"8604_003_2","1986-06-25 02:36:50",3,2,191,17.19,34.78458
"108",8604,"8604_003_2","1986-06-25 02:36:54",3,2,190,17.18,34.78558
"109",8604,"8604_003_2","1986-06-25 02:36:58",3,2,191,17.17,34.78584
"110",8604,"8604_003_2","1986-06-25 02:37:02",3,2,192,17.17,34.77748
"111",8604,"8604_003_2","1986-06-25 02:37:06",3,2,192,17.16,34.77014
"112",8604,"8604_003_2","1986-06-25 02:37:10",3,2,192,17.15,34.77875
"113",8604,"8604_003_2","1986-06-25 02:37:14",3,2,192,17.15,34.77875
"114",8604,"8604_003_2","1986-06-25 02:37:18",3,2,192,17.17,34.77748
"115",8604,"8604_003_2","1986-06-25 02:37:22",3,2,190,17.17,34.77824
"116",8604,"8604_003_2","1986-06-25 02:37:26",3,2,191,17.17,34.77786
"117",8604,"8604_003_2","1986-06-25 02:37:30",3,2,190,17.21,34.78369
"118",8604,"8604_003_2","1986-06-25 02:37:34",3,2,189,17.22,34.79141
"119",8604,"8604_003_2","1986-06-25 02:37:38",3,2,190,17.35,34.78286
"120",8604,"8604_003_2","1986-06-25 02:37:42",3,2,189,17.42,34.82663
"121",8604,"8604_003_2","1986-06-25 02:37:46",3,2,189,17.46,34.80822
"122",8604,"8604_003_2","1986-06-25 02:37:50",3,2,189,17.49,34.81431
"123",8604,"8604_003_2","1986-06-25 02:37:54",3,2,190,17.49,34.81393
"124",8604,"8604_003_2","1986-06-25 02:37:58",3,2,190,17.49,34.81393
"125",8604,"8604_003_2","1986-06-25 02:38:03",3,2,191,17.29,34.80218
"126",8604,"8604_003_2","1986-06-25 02:38:07",3,2,192,17.28,34.78649
"127",8604,"8604_003_2","1986-06-25 02:38:10",3,2,191,17.22,34.79065
"128",8604,"8604_003_2","1986-06-25 02:38:14",3,2,192,17.31,34.79257
"129",8604,"8604_003_2","1986-06-25 02:38:18",3,2,191,17.4,34.83509
"130",8604,"8604_003_2","1986-06-25 02:38:22",3,2,191,17.39,34.80388
"131",8604,"8604_003_2","1986-06-25 02:38:26",3,2,190,17.5,34.82127
"132",8604,"8604_003_2","1986-06-25 02:38:30",3,2,190,17.49,34.82187
"133",8604,"8604_003_2","1986-06-25 02:38:34",3,2,190,17.52,34.81207
"134",8604,"8604_003_2","1986-06-25 02:38:38",3,2,190,17.52,34.82002
"135",8604,"8604_003_2","1986-06-25 02:38:42",3,2,190,17.52,34.82797
"136",8604,"8604_003_2","1986-06-25 02:38:46",3,2,188,17.55,34.85868
"137",8604,"8604_003_2","1986-06-25 02:38:50",3,2,189,17.6,34.84724
"138",8604,"8604_003_2","1986-06-25 02:38:54",3,2,189,17.66,34.85148
"139",8604,"8604_003_2","1986-06-25 02:38:58",3,2,190,17.59,34.85544
"140",8604,"8604_003_2","1986-06-25 02:39:02",3,2,190,17.64,34.8444
"141",8604,"8604_003_2","1986-06-25 02:39:06",3,2,190,17.54,34.83468
"142",8604,"8604_003_2","1986-06-25 02:39:10",3,2,190,17.58,34.8481
"143",8604,"8604_003_2","1986-06-25 02:39:14",3,2,188,17.58,34.84089
"144",8604,"8604_003_2","1986-06-25 02:39:18",3,2,189,17.62,34.8301
"145",8604,"8604_003_2","1986-06-25 02:39:22",3,2,188,17.64,34.86103
"146",8604,"8604_003_2","1986-06-25 02:39:26",3,2,187,17.66,34.84427
"147",8604,"8604_003_2","1986-06-25 02:39:30",3,2,187,17.67,34.85956
"148",8604,"8604_003_2","1986-06-25 02:39:34",3,2,186,17.69,34.85868
"149",8604,"8604_003_2","1986-06-25 02:39:38",3,2,186,17.7,34.86601
"150",8604,"8604_003_2","1986-06-25 02:39:42",3,2,185,17.72,34.85721
"151",8604,"8604_003_2","1986-06-25 02:39:46",3,2,185,17.73,34.86455
"152",8604,"8604_003_2","1986-06-25 02:39:50",3,2,186,17.75,34.87088
"153",8604,"8604_003_2","1986-06-25 02:39:54",3,2,186,17.73,34.8721
"154",8604,"8604_003_2","1986-06-25 02:39:58",3,2,187,17.71,34.86502
"155",8604,"8604_003_2","1986-06-25 02:40:02",3,2,186,17.71,34.8654
"156",8604,"8604_003_2","1986-06-25 02:40:06",3,2,186,17.72,34.85684
"157",8604,"8604_003_2","1986-06-25 02:40:10",3,2,186,17.74,34.8715
"158",8604,"8604_003_2","1986-06-25 02:40:14",3,2,185,17.75,34.87126
"159",8604,"8604_003_2","1986-06-25 02:40:18",3,2,185,17.77,34.87003
"160",8604,"8604_003_2","1986-06-25 02:40:22",3,2,184,17.8,34.88443
"161",8604,"8604_003_2","1986-06-25 02:40:26",3,2,183,17.81,34.87625
"162",8604,"8604_003_2","1986-06-25 02:40:30",3,2,182,17.85,34.87418
"163",8604,"8604_003_2","1986-06-25 02:40:34",3,2,182,17.87,34.89676
"164",8604,"8604_003_2","1986-06-25 02:40:38",3,2,181,17.94,34.89285
"165",8604,"8604_003_2","1986-06-25 02:40:42",3,2,180,17.97,34.90725
"166",8604,"8604_003_2","1986-06-25 02:40:46",3,2,180,18.01,34.90482
"167",8604,"8604_003_2","1986-06-25 02:40:50",3,2,180,18.01,34.91274
"168",8604,"8604_003_2","1986-06-25 02:40:54",3,2,180,18,34.90543
"169",8604,"8604_003_2","1986-06-25 02:40:58",3,2,181,18.02,34.91177
"170",8604,"8604_003_2","1986-06-25 02:41:02",3,2,180,18.03,34.90362
"171",8604,"8604_003_2","1986-06-25 02:41:06",3,2,180,18.12,34.92984
"172",8604,"8604_003_2","1986-06-25 02:41:10",3,2,179,18.18,34.93452
"173",8604,"8604_003_2","1986-06-25 02:41:14",3,2,178,18.19,34.92637
"174",8604,"8604_003_2","1986-06-25 02:41:18",3,2,177,18.22,34.92494
"175",8604,"8604_003_2","1986-06-25 02:41:22",3,2,176,18.25,34.92351
"176",8604,"8604_003_2","1986-06-25 02:41:26",3,2,175,18.29,34.93731
"177",8604,"8604_003_3","1986-06-25 02:43:18",3,3,155,19,35.03708
"178",8604,"8604_003_3","1986-06-25 02:43:22",3,3,156,19.02,35.01983
"179",8604,"8604_003_3","1986-06-25 02:43:26",3,3,155,19,35.03708
"180",8604,"8604_003_3","1986-06-25 02:43:30",3,3,156,18.99,35.03728
"181",8604,"8604_003_3","1986-06-25 02:43:34",3,3,156,18.99,35.02942
"182",8604,"8604_003_3","1986-06-25 02:43:38",3,3,155,18.97,35.03093
"183",8604,"8604_003_3","1986-06-25 02:43:42",3,3,156,18.99,35.02156
"184",8604,"8604_003_3","1986-06-25 02:43:46",3,3,155,18.93,35.03324
"185",8604,"8604_003_3","1986-06-25 02:43:50",3,3,156,18.97,35.00697
"186",8604,"8604_003_3","1986-06-25 02:43:54",3,3,156,18.99,35.03728
"187",8604,"8604_003_3","1986-06-25 02:43:58",3,3,156,19,35.02885
"188",8604,"8604_003_3","1986-06-25 02:44:02",3,3,155,19,35.0292
"189",8604,"8604_003_3","1986-06-25 02:44:06",3,3,155,19,35.03708
"190",8604,"8604_003_3","1986-06-25 02:44:10",3,3,155,19.02,35.03592
"191",8604,"8604_003_3","1986-06-25 02:44:14",3,3,155,19,35.04494
"192",8604,"8604_003_3","1986-06-25 02:44:18",3,3,156,19,35.03671
"193",8604,"8604_003_3","1986-06-25 02:44:22",3,3,156,19,35.03671
"194",8604,"8604_003_3","1986-06-25 02:44:26",3,3,156,19.02,35.0277
"195",8604,"8604_003_3","1986-06-25 02:44:30",3,3,155,19.02,35.02807
"196",8604,"8604_003_3","1986-06-25 02:44:34",3,3,156,19.03,35.02712
"197",8604,"8604_003_3","1986-06-25 02:44:38",3,3,156,19.04,35.02655
"198",8604,"8604_003_3","1986-06-25 02:44:42",3,3,155,19.06,35.04149
"199",8604,"8604_003_3","1986-06-25 02:44:46",3,3,155,19.08,35.04034
"200",8604,"8604_003_3","1986-06-25 02:44:50",3,3,156,19.11,35.0304
"201",8604,"8604_003_3","1986-06-25 02:44:54",3,3,155,19.13,35.03749
"202",8604,"8604_003_3","1986-06-25 02:44:58",3,3,156,19.13,35.03712
"203",8604,"8604_003_3","1986-06-25 02:45:02",3,3,156,19.21,35.04043
"204",8604,"8604_003_3","1986-06-25 02:45:06",3,3,155,19.2,35.04922
"205",8604,"8604_003_3","1986-06-25 02:45:10",3,3,156,19.21,35.04043
"206",8604,"8604_003_3","1986-06-25 02:45:14",3,3,154,19.22,35.0406
"207",8604,"8604_003_3","1986-06-25 02:45:18",3,3,155,19.22,35.04809
"208",8604,"8604_003_3","1986-06-25 02:45:22",3,3,155,19.22,35.04809
"209",8604,"8604_003_3","1986-06-25 02:45:26",3,3,155,19.22,35.04025
"210",8604,"8604_003_3","1986-06-25 02:45:30",3,3,155,19.24,35.0548
"211",8604,"8604_003_3","1986-06-25 02:45:34",3,3,155,19.27,35.03742
"212",8604,"8604_003_3","1986-06-25 02:45:38",3,3,155,19.27,35.03742
"213",8604,"8604_003_3","1986-06-25 02:45:42",3,3,155,19.27,35.04526
"214",8604,"8604_003_3","1986-06-25 02:45:46",3,3,155,19.27,35.04526
"215",8604,"8604_003_3","1986-06-25 02:45:50",3,3,154,19.27,35.04563
"216",8604,"8604_003_3","1986-06-25 02:45:54",3,3,155,19.27,35.04526
"217",8604,"8604_003_3","1986-06-25 02:45:58",3,3,154,19.27,35.04563
"218",8604,"8604_003_3","1986-06-25 02:46:02",3,3,153,19.28,35.04543
"219",8604,"8604_003_3","1986-06-25 02:46:06",3,3,152,19.32,35.05138
"220",8604,"8604_003_3","1986-06-25 02:46:10",3,3,151,19.46,35.05958
"221",8604,"8604_003_3","1986-06-25 02:46:14",3,3,150,19.53,35.06389
"222",8604,"8604_003_3","1986-06-25 02:46:18",3,3,148,19.54,35.06404
"223",8604,"8604_003_3","1986-06-25 02:46:22",3,3,148,19.86,35.08562
"224",8604,"8604_003_3","1986-06-25 02:46:26",3,3,146,19.9,35.09979
"225",8604,"8604_003_3","1986-06-25 02:46:30",3,3,147,19.9,35.09943
"226",8604,"8604_003_3","1986-06-25 02:46:34",3,3,146,19.93,35.09037
"227",8604,"8604_003_3","1986-06-25 02:46:38",3,3,146,19.92,35.09091
"228",8604,"8604_003_3","1986-06-25 02:46:42",3,3,146,19.92,35.09091
"229",8604,"8604_003_3","1986-06-25 02:46:46",3,3,146,19.92,35.09091
"230",8604,"8604_003_3","1986-06-25 02:46:50",3,3,146,19.92,35.09091
"231",8604,"8604_003_3","1986-06-25 02:46:54",3,3,146,19.92,35.09091
"232",8604,"8604_003_3","1986-06-25 02:46:58",3,3,146,19.9,35.09979
"233",8604,"8604_003_3","1986-06-25 02:47:02",3,3,146,19.93,35.09037
"234",8604,"8604_003_3","1986-06-25 02:47:06",3,3,145,19.92,35.09907
"235",8604,"8604_003_3","1986-06-25 02:47:10",3,3,146,19.9,35.09979
"236",8604,"8604_003_3","1986-06-25 02:47:14",3,3,146,19.88,35.09307
"237",8604,"8604_003_3","1986-06-25 02:47:18",3,3,146,19.9,35.1076
"238",8604,"8604_003_3","1986-06-25 02:47:22",3,3,146,19.9,35.09979
"239",8604,"8604_003_3","1986-06-25 02:47:26",3,3,145,19.88,35.10123
"240",8604,"8604_003_3","1986-06-25 02:47:30",3,3,145,19.88,35.09342
"241",8604,"8604_003_3","1986-06-25 02:47:34",3,3,146,19.84,35.07962
"242",8604,"8604_003_3","1986-06-25 02:47:38",3,3,145,19.85,35.09505
"243",8604,"8604_003_3","1986-06-25 02:47:42",3,3,145,19.88,35.10123
"244",8604,"8604_003_3","1986-06-25 02:47:46",3,3,145,19.89,35.09289
"245",8604,"8604_003_3","1986-06-25 02:47:50",3,3,146,19.76,35.08396
"246",8604,"8604_003_3","1986-06-25 02:47:54",3,3,145,19.84,35.10341
"247",8604,"8604_003_3","1986-06-25 02:47:58",3,3,145,19.89,35.10069
"248",8604,"8604_003_3","1986-06-25 02:48:02",3,3,145,19.86,35.0867
"249",8604,"8604_003_3","1986-06-25 02:48:06",3,3,145,19.81,35.11285
"250",8604,"8604_003_3","1986-06-25 02:48:10",3,3,145,19.88,35.08562
"251",8604,"8604_003_3","1986-06-25 02:48:14",3,3,145,19.89,35.10069
"252",8604,"8604_003_3","1986-06-25 02:48:18",3,3,145,19.7,35.09543
"253",8604,"8604_003_3","1986-06-25 02:48:22",3,3,145,19.88,35.10123
"254",8604,"8604_003_3","1986-06-25 02:48:26",3,3,145,19.84,35.10341
"255",8604,"8604_003_3","1986-06-25 02:48:30",3,3,145,19.86,35.0945
"256",8604,"8604_003_3","1986-06-25 02:48:34",3,3,145,19.87,35.10958
"257",8604,"8604_003_3","1986-06-25 02:48:38",3,3,145,19.89,35.09289
"258",8604,"8604_003_3","1986-06-25 02:48:42",3,3,145,19.95,35.08965
"259",8604,"8604_003_3","1986-06-25 02:48:46",3,3,144,19.94,35.09835
"260",8604,"8604_003_3","1986-06-25 02:48:50",3,3,145,19.9,35.10015
"261",8604,"8604_003_3","1986-06-25 02:48:54",3,3,144,19.87,35.10213
"262",8604,"8604_003_3","1986-06-25 02:48:58",3,3,144,19.68,35.08124
"263",8604,"8604_003_3","1986-06-25 02:49:02",3,3,143,19.86,35.11866
"264",8604,"8604_003_3","1986-06-25 02:49:06",3,3,142,19.95,35.10632
"265",8604,"8604_003_3","1986-06-25 02:49:10",3,3,141,20.03,35.11798
"266",8604,"8604_003_3","1986-06-25 02:49:14",3,3,140,20.1,35.10681
"267",8604,"8604_003_3","1986-06-25 02:49:18",3,3,139,20.13,35.11335
"268",8604,"8604_003_3","1986-06-25 02:49:22",3,3,139,20.16,35.10397
"269",8604,"8604_003_3","1986-06-25 02:49:26",3,3,138,20.17,35.10379
"270",8604,"8604_003_3","1986-06-25 02:49:30",3,3,137,20.16,35.11246
"271",8604,"8604_003_3","1986-06-25 02:49:34",3,3,137,20.18,35.11141
"272",8604,"8604_003_3","1986-06-25 02:49:38",3,3,137,20.16,35.11246
"273",8604,"8604_003_3","1986-06-25 02:49:42",3,3,138,20.16,35.11211
"274",8604,"8604_003_3","1986-06-25 02:49:46",3,3,138,20.17,35.11158
"275",8604,"8604_003_3","1986-06-25 02:49:50",3,3,137,20.19,35.11088
"276",8604,"8604_003_3","1986-06-25 02:49:54",3,3,139,20.16,35.11175
"277",8604,"8604_003_3","1986-06-25 02:49:58",3,3,138,20.17,35.11158
"278",8604,"8604_003_3","1986-06-25 02:50:02",3,3,138,20.18,35.11106
"279",8604,"8604_003_3","1986-06-25 02:50:06",3,3,139,20.19,35.11015
"280",8604,"8604_003_3","1986-06-25 02:50:10",3,3,138,20.18,35.11884
"281",8604,"8604_003_3","1986-06-25 02:50:14",3,3,138,20.17,35.11158
"282",8604,"8604_003_3","1986-06-25 02:50:18",3,3,139,20.18,35.1107
"283",8604,"8604_003_3","1986-06-25 02:50:22",3,3,139,20.18,35.10292
"284",8604,"8604_003_3","1986-06-25 02:50:26",3,3,138,20.18,35.11106
"285",8604,"8604_003_3","1986-06-25 02:50:30",3,3,139,20.18,35.1107
"286",8604,"8604_003_3","1986-06-25 02:50:34",3,3,139,20.19,35.10238
"287",8604,"8604_003_3","1986-06-25 02:50:38",3,3,139,20.19,35.11015
"288",8604,"8604_003_3","1986-06-25 02:50:42",3,3,139,20.19,35.10238
"289",8604,"8604_003_3","1986-06-25 02:50:46",3,3,138,20.16,35.1199
"290",8604,"8604_003_3","1986-06-25 02:50:50",3,3,139,20.17,35.10344
"291",8604,"8604_003_3","1986-06-25 02:50:54",3,3,139,20.18,35.1107
"292",8604,"8604_003_3","1986-06-25 02:50:58",3,3,139,20.18,35.1107
"293",8604,"8604_003_3","1986-06-25 02:51:02",3,3,139,20.18,35.1107
"294",8604,"8604_003_3","1986-06-25 02:51:06",3,3,139,20.16,35.10397
"295",8604,"8604_003_3","1986-06-25 02:51:10",3,3,136,20.14,35.12946
"296",8604,"8604_003_3","1986-06-25 02:51:14",3,3,135,20.17,35.11265
"297",8604,"8604_003_3","1986-06-25 02:51:18",3,3,135,20.2,35.11106
"298",8604,"8604_003_3","1986-06-25 02:51:22",3,3,134,20.2,35.11141
"299",8604,"8604_003_3","1986-06-25 02:51:26",3,3,133,20.21,35.11902
"300",8604,"8604_003_3","1986-06-25 02:51:30",3,3,132,20.22,35.11106
"301",8604,"8604_003_3","1986-06-25 02:51:34",3,3,133,20.22,35.11071
"302",8604,"8604_003_3","1986-06-25 02:51:38",3,3,132,20.21,35.11939
"303",8604,"8604_003_3","1986-06-25 02:51:42",3,3,132,20.22,35.11106
"304",8604,"8604_003_3","1986-06-25 02:51:46",3,3,133,20.22,35.11849
"305",8604,"8604_003_3","1986-06-25 02:51:50",3,3,133,20.22,35.11071
"306",8604,"8604_003_3","1986-06-25 02:51:54",3,3,133,20.21,35.12681
"307",8604,"8604_003_3","1986-06-25 02:51:58",3,3,132,20.21,35.1116
"308",8604,"8604_003_3","1986-06-25 02:52:02",3,3,133,20.21,35.11124
"309",8604,"8604_003_3","1986-06-25 02:52:06",3,3,133,20.24,35.10188
"310",8604,"8604_003_3","1986-06-25 02:52:10",3,3,133,20.21,35.12681
"311",8604,"8604_003_3","1986-06-25 02:52:14",3,3,132,20.21,35.11939
"312",8604,"8604_003_3","1986-06-25 02:52:18",3,3,133,20.24,35.10967
"313",8604,"8604_003_3","1986-06-25 02:52:22",3,3,132,20.24,35.11002
"314",8604,"8604_003_3","1986-06-25 02:52:26",3,3,133,20.22,35.11849
"315",8604,"8604_003_3","1986-06-25 02:52:30",3,3,133,20.22,35.11071
"316",8604,"8604_003_3","1986-06-25 02:52:34",3,3,132,20.24,35.10224
"317",8604,"8604_003_3","1986-06-25 02:52:38",3,3,133,20.24,35.10967
"318",8604,"8604_003_3","1986-06-25 02:52:42",3,3,133,20.22,35.11071
"319",8604,"8604_003_3","1986-06-25 02:52:46",3,3,133,20.24,35.10188
"320",8604,"8604_003_3","1986-06-25 02:52:50",3,3,132,20.25,35.1017
"321",8604,"8604_003_3","1986-06-25 02:52:54",3,3,133,20.24,35.10967
"322",8604,"8604_003_3","1986-06-25 02:52:58",3,3,133,20.25,35.10914
"323",8604,"8604_003_3","1986-06-25 02:53:02",3,3,133,20.25,35.10914
"324",8604,"8604_003_3","1986-06-25 02:53:06",3,3,132,20.25,35.11727
"325",8604,"8604_003_3","1986-06-25 02:53:10",3,3,133,20.25,35.10914
"326",8604,"8604_003_3","1986-06-25 02:53:14",3,3,131,20.25,35.10985
"327",8604,"8604_003_3","1986-06-25 02:53:18",3,3,131,20.25,35.10985
"328",8604,"8604_003_3","1986-06-25 02:53:22",3,3,132,20.24,35.11002
"329",8604,"8604_003_3","1986-06-25 02:53:26",3,3,132,20.25,35.11727
"330",8604,"8604_003_3","1986-06-25 02:53:30",3,3,131,20.26,35.10931
"331",8604,"8604_003_3","1986-06-25 02:53:34",3,3,129,20.27,35.12506
